vote_id,vote_date,vote_category,bill_id,impact_tag,reason_code,sponsor_party,source_url,notes
s-119-1-246,2025-05-13,NOMINATION,pn-12-30-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00246.xml,
s-119-1-247,2025-05-13,CLOTURE,pn-13-4-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00247.xml,
s-119-1-248,2025-05-13,NOMINATION,pn-13-4-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00248.xml,
s-119-1-249,2025-05-13,CLOTURE,pn-13-10-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00249.xml,
h-119-1-125,2025-05-14,SUSPENSION,hr-2215-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll125.xml,
h-119-1-126,2025-05-14,PROCEDURAL,hres-405-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll126.xml,
h-119-1-127,2025-05-14,PASSAGE,hres-405-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll127.xml,
h-119-1-128,2025-05-14,PASSAGE,hr-2243-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll128.xml,
h-119-1-129,2025-05-14,SUSPENSION,hres-352-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll129.xml,
s-119-1-250,2025-05-14,NOMINATION,pn-13-10-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00250.xml,
s-119-1-251,2025-05-14,CLOTURE,pn-12-38-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00251.xml,
s-119-1-252,2025-05-14,NOMINATION,pn-12-38-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00252.xml,
s-119-1-253,2025-05-14,CLOTURE,pn-12-31-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00253.xml,
s-119-1-254,2025-05-14,NOMINATION,pn-12-31-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00254.xml,
s-119-1-255,2025-05-14,CLOTURE,pn-26-46-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00255.xml,
s-119-1-256,2025-05-14,NOMINATION,pn-26-46-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00256.xml,
s-119-1-257,2025-05-14,CLOTURE,pn-25-11-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00257.xml,
h-119-1-130,2025-05-15,PASSAGE,hr-2255-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll130.xml,
h-119-1-131,2025-05-15,PASSAGE,hr-2240-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll131.xml,
s-119-1-258,2025-05-15,NOMINATION,pn-25-11-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00258.xml,
s-119-1-259,2025-05-15,PROCEDURAL,sres-195-119,,PROCEDURAL_CATEGORY,Democrat,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00259.xml,
h-119-1-132,2025-05-19,SUSPENSION,hr-1263-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll132.xml,
h-119-1-133,2025-05-19,SUSPENSION,hr-1286-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll133.xml,
s-119-1-260,2025-05-19,CLOTURE,pn-24-4-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00260.xml,
s-119-1-261,2025-05-19,NOMINATION,pn-24-4-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00261.xml,
s-119-1-262,2025-05-19,CLOTURE,s-1582-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00262.xml,
h-119-1-134,2025-05-20,PROCEDURAL,hres-426-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll134.xml,
h-119-1-135,2025-05-20,PASSAGE,hres-426-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll135.xml,
h-119-1-136,2025-05-20,SUSPENSION,hr-1223-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll136.xml,
h-119-1-137,2025-05-20,PASSAGE,sjres-13-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll137.xml,
h-119-1-138,2025-05-21,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll138.xml,
s-119-1-263,2025-05-21,PROCEDURAL,s-1582-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00263.xml,
s-119-1-264,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00264.xml,
s-119-1-265,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00265.xml,
s-119-1-266,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00266.xml,
s-119-1-267,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00267.xml,
s-119-1-268,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00268.xml,
s-119-1-269,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00269.xml,
s-119-1-270,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00270.xml,
s-119-1-271,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00271.xml,
s-119-1-272,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00272.xml,
s-119-1-273,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00273.xml,
s-119-1-274,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00274.xml,
s-119-1-275,2025-05-21,PROCEDURAL,sjres-55-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00275.xml,
s-119-1-276,2025-05-21,PROCEDURAL,hjres-88-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00276.xml,
h-119-1-139,2025-05-22,PROCEDURAL,hres-436-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll139.xml,
h-119-1-140,2025-05-22,PROCEDURAL,hres-436-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll140.xml,
h-119-1-141,2025-05-22,PROCEDURAL,hres-436-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll141.xml,
h-119-1-142,2025-05-22,PASSAGE,hres-436-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll142.xml,
h-119-1-144,2025-05-22,MOTION_TO_RECOMMIT,hr-1-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll144.xml,
h-119-1-145,2025-05-22,PASSAGE,hr-1-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll145.xml,
s-119-1-277,2025-05-22,PROCEDURAL,hjres-88-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00277.xml,
s-119-1-278,2025-05-22,PROCEDURAL,hjres-87-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00278.xml,
s-119-1-279,2025-05-22,PROCEDURAL,hjres-87-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00279.xml,
s-119-1-280,2025-05-22,PROCEDURAL,hjres-89-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00280.xml,
s-119-1-281,2025-05-22,PROCEDURAL,hjres-89-119,REGULATORY_BURDEN,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00281.xml,
s-119-1-282,2025-06-02,CLOTURE,pn-17-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00282.xml,
h-119-1-146,2025-06-03,SUSPENSION,hr-1642-119,WORKFORCE,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll146.xml,
h-119-1-147,2025-06-03,SUSPENSION,hr-1804-119,ACCESS_TO_CAPITAL,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll147.xml,
s-119-1-283,2025-06-03,NOMINATION,pn-17-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00283.xml,
s-119-1-284,2025-06-03,CLOTURE,pn-25-19-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00284.xml,
s-119-1-285,2025-06-03,NOMINATION,pn-25-19-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00285.xml,
s-119-1-286,2025-06-03,CLOTURE,pn-22-16-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00286.xml,
s-119-1-287,2025-06-03,NOMINATION,pn-22-16-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00287.xml,
h-119-1-148,2025-06-04,PROCEDURAL,hres-458-119,ACCESS_TO_CAPITAL,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll148.xml,
h-119-1-149,2025-06-04,PASSAGE,hres-458-119,ACCESS_TO_CAPITAL,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll149.xml,
h-119-1-150,2025-06-04,AMENDMENT,hr-2483-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll150.xml,
h-119-1-151,2025-06-04,PASSAGE,hr-2483-119,HEALTH_COSTS,UNADJUDICATED_DIRECTION,,https://clerk.house.gov/evs/2025/roll151.xml,
s-119-1-288,2025-06-04,CLOTURE,pn-55-9-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00288.xml,
s-119-1-289,2025-06-04,CLOTURE,pn-55-47-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00289.xml,
s-119-1-290,2025-06-04,CLOTURE,pn-12-33-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00290.xml,
s-119-1-291,2025-06-04,NOMINATION,pn-55-9-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00291.xml,
s-119-1-292,2025-06-04,NOMINATION,pn-55-47-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00292.xml,
h-119-1-152,2025-06-05,MOTION_TO_RECOMMIT,hr-2931-119,ACCESS_TO_CAPITAL,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll152.xml,
h-119-1-153,2025-06-05,PASSAGE,hr-2931-119,ACCESS_TO_CAPITAL,UNADJUDICATED_DIRECTION,,https://clerk.house.gov/evs/2025/roll153.xml,
h-119-1-154,2025-06-05,MOTION_TO_RECOMMIT,hr-2987-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll154.xml,
h-119-1-155,2025-06-05,PASSAGE,hr-2987-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll155.xml,
s-119-1-293,2025-06-05,NOMINATION,pn-12-33-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00293.xml,
s-119-1-294,2025-06-05,CLOTURE,pn-26-16-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00294.xml,
s-119-1-295,2025-06-05,NOMINATION,pn-26-16-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00295.xml,
s-119-1-296,2025-06-05,CLOTURE,pn-26-43-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00296.xml,
h-119-1-157,2025-06-09,SUSPENSION,hr-2035-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll157.xml,
h-119-1-158,2025-06-09,SUSPENSION,hres-488-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll158.xml,
h-119-1-159,2025-06-09,SUSPENSION,hres-481-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll159.xml,
s-119-1-297,2025-06-09,NOMINATION,pn-26-43-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00297.xml,
s-119-1-298,2025-06-09,CLOTURE,pn-13-6-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00298.xml,
h-119-1-160,2025-06-10,PROCEDURAL,hres-489-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll160.xml,
h-119-1-161,2025-06-10,PASSAGE,hres-489-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll161.xml,
h-119-1-162,2025-06-10,PASSAGE,hr-2096-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll162.xml,
h-119-1-163,2025-06-10,PASSAGE,hr-884-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll163.xml,
s-119-1-299,2025-06-10,NOMINATION,pn-13-6-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00299.xml,
s-119-1-300,2025-06-10,CLOTURE,pn-12-43-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00300.xml,
s-119-1-301,2025-06-10,NOMINATION,pn-12-43-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00301.xml,
s-119-1-302,2025-06-10,CLOTURE,pn-26-20-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00302.xml,
s-119-1-303,2025-06-10,NOMINATION,pn-26-20-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00303.xml,
h-119-1-164,2025-06-11,PROCEDURAL,hres-499-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll164.xml,
h-119-1-165,2025-06-11,PASSAGE,hres-499-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll165.xml,
s-119-1-304,2025-06-11,CLOTURE,pn-12-27-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00304.xml,
s-119-1-305,2025-06-11,CLOTURE,s-1582-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00305.xml,
s-119-1-306,2025-06-11,PROCEDURAL,sjres-53-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00306.xml,
s-119-1-307,2025-06-11,PROCEDURAL,sjres-54-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00307.xml,
h-119-1-166,2025-06-12,PASSAGE,s-331-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll166.xml,
h-119-1-167,2025-06-12,MOTION_TO_RECOMMIT,hr-4-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll167.xml,
h-119-1-168,2025-06-12,PASSAGE,hr-4-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll168.xml,
h-119-1-169,2025-06-12,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll169.xml,
h-119-1-170,2025-06-12,MOTION_TO_RECOMMIT,hr-2056-119,WORKFORCE,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll170.xml,
h-119-1-171,2025-06-12,PASSAGE,hr-2056-119,WORKFORCE,UNADJUDICATED_DIRECTION,,https://clerk.house.gov/evs/2025/roll171.xml,
s-119-1-308,2025-06-12,NOMINATION,pn-12-27-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00308.xml,
s-119-1-309,2025-06-12,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00309.xml,
s-119-1-310,2025-06-12,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00310.xml,
s-119-1-311,2025-06-12,AMENDMENT,,,NO_IMPACT_TAG,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00311.xml,
s-119-1-312,2025-06-12,CLOTURE,s-1582-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00312.xml,
s-119-1-313,2025-06-16,CLOTURE,pn-25-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00313.xml,
s-119-1-314,2025-06-17,CLOTURE,pn-24-6-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00314.xml,
s-119-1-315,2025-06-17,CLOTURE,pn-24-7-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00315.xml,
s-119-1-316,2025-06-17,NOMINATION,pn-25-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00316.xml,
s-119-1-317,2025-06-17,NOMINATION,pn-24-6-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00317.xml,
s-119-1-318,2025-06-17,PASSAGE,s-1582-119,,NO_IMPACT_TAG,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00318.xml,
s-119-1-319,2025-06-18,CLOTURE,pn-12-40-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00319.xml,
s-119-1-320,2025-06-18,NOMINATION,pn-24-7-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00320.xml,
s-119-1-321,2025-06-18,NOMINATION,pn-12-40-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00321.xml,
h-119-1-172,2025-06-23,SUSPENSION,hr-1998-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll172.xml,
h-119-1-173,2025-06-23,SUSPENSION,hr-3394-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll173.xml,
h-119-1-174,2025-06-23,SUSPENSION,hr-3422-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll174.xml,
s-119-1-322,2025-06-23,CLOTURE,pn-26-50-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00322.xml,
h-119-1-175,2025-06-24,PROCEDURAL,hres-537-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll175.xml,
h-119-1-176,2025-06-24,PROCEDURAL,hres-530-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll176.xml,
h-119-1-177,2025-06-24,PASSAGE,hres-530-119,,RULE_RESOLUTION,,https://clerk.house.gov/evs/2025/roll177.xml,
h-119-1-178,2025-06-24,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll178.xml,
s-119-1-323,2025-06-24,NOMINATION,pn-26-50-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00323.xml,
s-119-1-324,2025-06-24,CLOTURE,pn-26-12-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00324.xml,
h-119-1-179,2025-06-25,SUSPENSION,hres-519-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll179.xml,
h-119-1-180,2025-06-25,AMENDMENT,hr-3944-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll180.xml,
h-119-1-181,2025-06-25,MOTION_TO_RECOMMIT,hr-3944-119,,PROCEDURAL_CATEGORY,,https://clerk.house.gov/evs/2025/roll181.xml,
h-119-1-182,2025-06-25,PASSAGE,hr-3944-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll182.xml,
s-119-1-325,2025-06-25,NOMINATION,pn-26-12-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00325.xml,
s-119-1-326,2025-06-25,CLOTURE,pn-13-7-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00326.xml,
h-119-1-183,2025-06-26,PASSAGE,hr-875-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll183.xml,
h-119-1-184,2025-06-26,PASSAGE,hr-275-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll184.xml,
s-119-1-327,2025-06-26,NOMINATION,pn-13-7-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00327.xml,
h-119-1-185,2025-06-27,PASSAGE,hres-516-119,,NO_IMPACT_TAG,,https://clerk.house.gov/evs/2025/roll185.xml,
s-119-1-328,2025-06-27,PROCEDURAL,sjres-59-119,,PROCEDURAL_CATEGORY,Democrat,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00328.xml,
s-119-1-329,2025-06-28,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00329.xml,
s-119-1-330,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00330.xml,
s-119-1-331,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00331.xml,
s-119-1-332,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00332.xml,
s-119-1-333,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00333.xml,
s-119-1-334,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00334.xml,
s-119-1-335,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00335.xml,
s-119-1-336,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00336.xml,
s-119-1-337,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00337.xml,
s-119-1-338,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00338.xml,
s-119-1-339,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00339.xml,
s-119-1-340,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00340.xml,
s-119-1-341,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00341.xml,
s-119-1-342,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00342.xml,
s-119-1-343,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00343.xml,
s-119-1-344,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00344.xml,
s-119-1-345,2025-06-30,PROCEDURAL,,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00345.xml,
s-119-1-346,2025-06-30,PROCEDURAL,hr-1-119,,PROCEDURAL_CATEGORY,,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00346.xml,
