vote_id,congress_era,vote_date,vote_category,bill_id,title,plain_language_summary,crs_url,suggested_theme,suggested,adjudicated,notes
h-116-1-447,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-448,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-449,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-450,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-451,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-452,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-453,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-454,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-455,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-456,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-457,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-458,116,2019-07-11,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-459,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-460,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-461,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-462,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-463,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-464,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-465,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-466,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-467,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-468,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-469,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-470,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-471,116,2019-07-12,AMENDMENT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-472,116,2019-07-12,MOTION_TO_RECOMMIT,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-473,116,2019-07-12,PASSAGE,hr-2500-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-474,116,2019-07-12,SUSPENSION,hr-1327-116,"Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act",,,,true,false,
h-116-1-475,116,2019-07-15,SUSPENSION,hr-2744-116,USAID Branding Modernization Act,,,,true,false,
h-116-1-476,116,2019-07-15,SUSPENSION,hres-432-116,Condemning the attacks on peaceful protesters and supporting an immediate peaceful transition to a civilian-led democratic government in Sudan,,,,true,false,
h-116-1-477,116,2019-07-15,SUSPENSION,hr-2037-116,Saudi Arabia Human Rights and Accountability Act,,,,true,false,
h-116-1-478,116,2019-07-16,PROCEDURAL,hres-491-116,"Providing for consideration of H.R. 3494, relating to the consideration of House Report 116-125 and an accompanying resolution, relating to the consideration of measures disapproving of sales, exports, or approvals pursuant to the Arms Export Control Act, and providing for consideration of H. Res. 489",,,,true,false,
h-116-1-479,116,2019-07-16,PASSAGE,hres-491-116,"Providing for consideration of H.R. 3494, relating to the consideration of House Report 116-125 and an accompanying resolution, relating to the consideration of measures disapproving of sales, exports, or approvals pursuant to the Arms Export Control Act, and providing for consideration of H. Res. 489",,,,true,false,
h-116-1-480,116,2019-07-16,PROCEDURAL,hres-489-116,Condemning President Trump’s racist comments directed at Members of Congress,,,,true,false,
h-116-1-481,116,2019-07-16,PROCEDURAL,hres-489-116,Condemning President Trump’s racist comments directed at Members of Congress,,,,true,false,
h-116-1-482,116,2019-07-16,PASSAGE,hres-489-116,Condemning President Trump’s racist comments directed at Members of Congress,,,,true,false,
h-116-1-483,116,2019-07-17,PROCEDURAL,hres-498-116,"Impeaching Donald John Trump, President of the United States, of high misdemeanors",,,,true,false,
h-116-1-484,116,2019-07-17,PROCEDURAL,hres-492-116,"Providing for consideration of the bill (H.R. 582) to provide for increases in the Federal minimum wage, and for other purposes",,,WORKFORCE,true,false,
h-116-1-485,116,2019-07-17,PASSAGE,hres-492-116,"Providing for consideration of the bill (H.R. 582) to provide for increases in the Federal minimum wage, and for other purposes",,,WORKFORCE,true,false,
h-116-1-486,116,2019-07-17,PASSAGE,sjres-36-116,"Providing for congressional disapproval of the proposed transfer to the Kingdom of Saudi Arabia, the United Kingdom of Great Britain, and Northern Ireland, the Kingdom of Spain, and the Italian Republic of certain defense articles and services",,,,true,false,
h-116-1-487,116,2019-07-17,PASSAGE,sjres-37-116,"Providing for congressional disapproval of the proposed export to the United Arab Emirates, the United Kingdom of Great Britain and Northern Ireland, and the Republic of France of certain defense articles and services",,,,true,false,
h-116-1-488,116,2019-07-17,PASSAGE,sjres-38-116,Providing for congressional disapproval of the proposed export to the Kingdom of Saudi Arabia and the United Kingdom of Great Britain and Northern Ireland of certain defense articles and services,,,,true,false,
h-116-1-489,116,2019-07-17,PASSAGE,hres-497-116,"Recommending that the House of Representatives find William P. Barr, Attorney General of the United States, and Wilbur L. Ross, Jr., Secretary of Commerce, In Contempt of Congress for Refusal to Comply with Subpoenas Duly Issued by the Committee on Oversight and Reform",,,,true,false,
h-116-1-490,116,2019-07-17,AMENDMENT,hr-3494-116,"To authorize appropriations for fiscal year 2020 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes",,,,true,false,
h-116-1-491,116,2019-07-17,AMENDMENT,hr-3494-116,"To authorize appropriations for fiscal year 2020 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes",,,,true,false,
h-116-1-492,116,2019-07-17,PASSAGE,hr-3494-116,"To authorize appropriations for fiscal year 2020 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes",,,,true,false,
h-116-1-493,116,2019-07-17,SUSPENSION,hr-748-116,Middle Class Health Benefits Tax Repeal Act,,,,true,false,
h-116-1-494,116,2019-07-18,AMENDMENT,hr-582-116,Raise the Wage Act,,,,true,false,
h-116-1-495,116,2019-07-18,MOTION_TO_RECOMMIT,hr-582-116,Raise the Wage Act,,,,true,false,
h-116-1-496,116,2019-07-18,PASSAGE,hr-582-116,Raise the Wage Act,,,,true,false,
h-116-1-497,116,2019-07-23,SUSPENSION,hres-246-116,"Opposing efforts to delegitimize the State of Israel and the Global Boycott, Divestment, and Sanctions Movement targeting Israel",,,,true,false,
h-116-1-498,116,2019-07-23,SUSPENSION,hr-549-116,Venezuela TPS Act,,,,true,false,
h-116-1-499,116,2019-07-23,SUSPENSION,hr-3304-116,"To exempt for an additional 4-year period, from the application of the means-test presumption of abuse under chapter 7, qualifying members of reserve components of the Armed Forces and members of the National Guard who, after September 11, 2001, are called to active duty or to perform a homeland defense activity",,,,true,false,
h-116-1-500,116,2019-07-24,PROCEDURAL,hres-509-116,"Providing for consideration of the bill (H.R. 397) Rehabilitation for Multiemployer Pensions Act of 2019; providing for consideration of the bill (H.R. 3239) Humanitarian Standards for Individuals in Customs and Border Protection Custody Act; and providing for proceedings from July 29, 2019 through September 6, 2019",,,,true,false,
h-116-1-501,116,2019-07-24,PASSAGE,hres-509-116,"Providing for consideration of the bill (H.R. 397) Rehabilitation for Multiemployer Pensions Act of 2019; providing for consideration of the bill (H.R. 3239) Humanitarian Standards for Individuals in Customs and Border Protection Custody Act; and providing for proceedings from July 29, 2019 through September 6, 2019",,,,true,false,
h-116-1-502,116,2019-07-24,SUSPENSION,hr-3375-116,Stopping Bad Robocalls Act,,,,true,false,
h-116-1-503,116,2019-07-24,AMENDMENT,hr-397-116,Rehabilitation for Multiemployer Pensions Act,,,,true,false,
h-116-1-504,116,2019-07-24,MOTION_TO_RECOMMIT,hr-397-116,Rehabilitation for Multiemployer Pensions Act,,,,true,false,
h-116-1-505,116,2019-07-24,PASSAGE,hr-397-116,Rehabilitation for Multiemployer Pensions Act,,,,true,false,
h-116-1-506,116,2019-07-24,MOTION_TO_RECOMMIT,hr-3239-116,Humanitarian Standards for Individuals in Customs and Border Protection Custody Act,,,,true,false,
h-116-1-507,116,2019-07-24,PASSAGE,hr-3239-116,Humanitarian Standards for Individuals in Customs and Border Protection Custody Act,,,,true,false,
h-116-1-508,116,2019-07-25,PROCEDURAL,hres-519-116,Providing for consideration of the bill (H.R. 3877) the Bipartisan Budget Act of 2019; providing for consideration of the bill (H.R. 549) the Venezuela TPS Act of 2019; and waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,,,,true,false,
h-116-1-509,116,2019-07-25,PASSAGE,hres-519-116,Providing for consideration of the bill (H.R. 3877) the Bipartisan Budget Act of 2019; providing for consideration of the bill (H.R. 549) the Venezuela TPS Act of 2019; and waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,,,,true,false,
h-116-1-510,116,2019-07-25,SUSPENSION,hr-693-116,PAST Act,,,,true,false,
h-116-1-511,116,2019-07-25,PASSAGE,hr-3877-116,Bipartisan Budget Act,,,,true,false,
h-116-1-512,116,2019-07-25,AMENDMENT,hr-3877-116,Bipartisan Budget Act,,,,true,false,
h-116-1-513,116,2019-07-25,MOTION_TO_RECOMMIT,hr-549-116,Venezuela TPS Act,,,,true,false,
h-116-1-514,116,2019-07-25,PASSAGE,hr-549-116,Venezuela TPS Act,,,,true,false,
h-116-1-515,116,2019-09-09,SUSPENSION,hr-1420-116,Energy Efficient Government Technology Act,,,,true,false,
h-116-1-516,116,2019-09-09,SUSPENSION,hr-1768-116,Diesel Emissions Reduction Act,,,,true,false,
h-116-1-517,116,2019-09-10,PROCEDURAL,hres-548-116,Providing for consideration of the bill (H.R. 205) Protecting and Securing Florida’s Coastline Act; providing for consideration of the bill (H.R. 1146) Arctic Cultural and Coastal Plain Protection Act; and providing for consideration of the bill (H.R. 1941) Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-518,116,2019-09-10,PASSAGE,hres-548-116,Providing for consideration of the bill (H.R. 205) Protecting and Securing Florida’s Coastline Act; providing for consideration of the bill (H.R. 1146) Arctic Cultural and Coastal Plain Protection Act; and providing for consideration of the bill (H.R. 1941) Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-519,116,2019-09-10,SUSPENSION,hr-2852-116,Homebuyer Assistance Act,,,,true,false,
h-116-1-520,116,2019-09-11,AMENDMENT,hr-205-116,Protecting and Securing Florida’s Coastline Act of 2019,,,,true,false,
h-116-1-521,116,2019-09-11,PASSAGE,hr-205-116,Protecting and Securing Florida’s Coastline Act of 2019,,,,true,false,
h-116-1-522,116,2019-09-11,AMENDMENT,hr-1941-116,Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-523,116,2019-09-11,AMENDMENT,hr-1941-116,Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-524,116,2019-09-11,MOTION_TO_RECOMMIT,hr-1941-116,Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-525,116,2019-09-11,PASSAGE,hr-1941-116,Coastal and Marine Economies Protection Act,,,,true,false,
h-116-1-526,116,2019-09-12,AMENDMENT,hr-1146-116,Arctic Cultural and Coastal Plain Protection Act,,,,true,false,
h-116-1-527,116,2019-09-12,AMENDMENT,hr-1146-116,Arctic Cultural and Coastal Plain Protection Act,,,,true,false,
h-116-1-528,116,2019-09-12,AMENDMENT,hr-1146-116,Arctic Cultural and Coastal Plain Protection Act,,,,true,false,
h-116-1-529,116,2019-09-12,MOTION_TO_RECOMMIT,hr-1146-116,Arctic Cultural and Coastal Plain Protection Act,,,,true,false,
h-116-1-530,116,2019-09-12,PASSAGE,hr-1146-116,Arctic Cultural and Coastal Plain Protection Act,,,,true,false,
h-116-1-531,116,2019-09-17,PROCEDURAL,s-1790-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-532,116,2019-09-17,PROCEDURAL,s-1790-116,National Defense Authorization Act for Fiscal Year 2020,,,,true,false,
h-116-1-533,116,2019-09-18,PROCEDURAL,hres-558-116,Providing for consideration of the bill (H.R. 1423) FAIR Act; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules,,,,true,false,
h-116-1-534,116,2019-09-18,PASSAGE,hres-558-116,Providing for consideration of the bill (H.R. 1423) FAIR Act; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules,,,,true,false,
h-116-1-535,116,2019-09-18,SUSPENSION,hr-4285-116,Department of Veterans Affairs Expiring Authorities Act,,,,true,false,
h-116-1-536,116,2019-09-19,PROCEDURAL,hres-564-116,"Providing for consideration of H.R. 4378, making continuing appropriations for fiscal year 2020, and for other purposes",,,,true,false,
h-116-1-537,116,2019-09-19,PASSAGE,hres-564-116,"Providing for consideration of H.R. 4378, making continuing appropriations for fiscal year 2020, and for other purposes",,,,true,false,
h-116-1-538,116,2019-09-19,PASSAGE,hr-4378-116,"Making continuing appropriations for fiscal year 2020, and for other purposes",,,,true,false,
h-116-1-539,116,2019-09-20,AMENDMENT,hr-1423-116,Forced Arbitration Injustice Repeal Act,,,,true,false,
h-116-1-540,116,2019-09-20,PASSAGE,hr-1423-116,Forced Arbitration Injustice Repeal Act,,,,true,false,
h-116-1-541,116,2019-09-24,SUSPENSION,hr-3190-116,BURMA Act,,,,true,false,
h-116-1-542,116,2019-09-25,AMENDMENT,hres-577-116,"Providing for consideration of H.R. 2203, the Homeland Security Improvement Act; H.R. 3525, the US Border Patrol Medical Screening Standards Act ; and H.Res. 576, expressing the sense of the House with respect to the whistleblower complaint of Aug 12, 2019, made to the Inspector General of the Intelligence Community",,,WORKFORCE,true,false,
h-116-1-543,116,2019-09-25,PASSAGE,hres-577-116,"Providing for consideration of H.R. 2203, the Homeland Security Improvement Act; H.R. 3525, the US Border Patrol Medical Screening Standards Act ; and H.Res. 576, expressing the sense of the House with respect to the whistleblower complaint of Aug 12, 2019, made to the Inspector General of the Intelligence Community",,,WORKFORCE,true,false,
h-116-1-544,116,2019-09-25,SUSPENSION,hr-1595-116,SAFE Banking Act,,,,true,false,
h-116-1-545,116,2019-09-25,MOTION_TO_RECOMMIT,hr-2203-116,Homeland Security Improvement Act,,,,true,false,
h-116-1-546,116,2019-09-25,PASSAGE,hr-2203-116,Homeland Security Improvement Act,,,,true,false,
h-116-1-547,116,2019-09-25,PROCEDURAL,hres-590-116,Raising a question of the privileges of the House,,,,true,false,
h-116-1-548,116,2019-09-25,PASSAGE,hres-576-116,"Expressing the sense of the House of Representatives with respect to the whistleblower complaint of August 12, 2019, made to the Inspector General of the Intelligence Community",,,,true,false,
h-116-1-549,116,2019-09-26,PROCEDURAL,hres-591-116,"Providing for consideration of S.J. Res. 54, relating to a national emergency declared by the President on February 15, 2019",,,,true,false,
h-116-1-550,116,2019-09-26,PASSAGE,hres-591-116,"Providing for consideration of S.J. Res. 54, relating to a national emergency declared by the President on February 15, 2019",,,,true,false,
h-116-1-551,116,2019-09-26,MOTION_TO_RECOMMIT,hr-3525-116,U.S. Border Patrol Medical Screening Standards Act,,,WORKFORCE,true,false,
h-116-1-552,116,2019-09-26,PASSAGE,hr-3525-116,U.S. Border Patrol Medical Screening Standards Act,,,WORKFORCE,true,true,
h-116-1-553,116,2019-09-27,PASSAGE,sjres-54-116,"Relating to a national emergency declared by the President on February 15, 2019",,,,true,false,
h-116-1-554,116,2019-09-27,SUSPENSION,hr-3722-116,Joint Task Force to Combat Opioid Trafficking Act,,,,true,false,
h-116-1-555,116,2019-09-27,PROCEDURAL,hres-603-116,Raising a question of the privileges of the House,,,,true,false,
h-116-1-556,116,2019-10-15,SUSPENSION,hr-2385-116,To permit the Secretary of Veterans Affairs to establish a grant program to conduct cemetery research and produce educational materials for the Veterans Legacy Program,,,,true,false,
h-116-1-557,116,2019-10-15,SUSPENSION,hr-95-116,Homeless Veteran Families Act,,,,true,false,
h-116-1-558,116,2019-10-16,PROCEDURAL,hres-629-116,"Providing for consideration of the bill (H.R. 1815) SEC Disclosure Effectiveness Testing Act, and providing for consideration of the bill (H.R. 3624) Outsourcing Accountability Act",,,,true,false,
h-116-1-559,116,2019-10-16,PASSAGE,hres-629-116,"Providing for consideration of the bill (H.R. 1815) SEC Disclosure Effectiveness Testing Act, and providing for consideration of the bill (H.R. 3624) Outsourcing Accountability Act",,,,true,false,
h-116-1-560,116,2019-10-16,SUSPENSION,hjres-77-116,Opposing the decision to end certain United States efforts to prevent Turkish military operations against Syrian Kurdish forces in Northeast Syria,,,,true,false,
h-116-1-561,116,2019-10-17,AMENDMENT,hr-1815-116,SEC Disclosure Effectiveness Testing Act,,,,true,false,
h-116-1-562,116,2019-10-17,AMENDMENT,hr-1815-116,SEC Disclosure Effectiveness Testing Act,,,,true,false,
h-116-1-563,116,2019-10-17,AMENDMENT,hr-1815-116,SEC Disclosure Effectiveness Testing Act,,,,true,false,
h-116-1-564,116,2019-10-17,PASSAGE,hr-1815-116,SEC Disclosure Effectiveness Testing Act,,,,true,false,
h-116-1-565,116,2019-10-18,AMENDMENT,hr-3624-116,Outsourcing Accountability Act of 2019,,,,true,false,
h-116-1-566,116,2019-10-18,AMENDMENT,hr-3624-116,Outsourcing Accountability Act of 2019,,,,true,false,
h-116-1-567,116,2019-10-18,PASSAGE,hr-3624-116,Outsourcing Accountability Act of 2019,,,,true,false,
h-116-1-568,116,2019-10-21,PROCEDURAL,hres-647-116,Raising a question of the privileges of the House,,,,true,false,
h-116-1-569,116,2019-10-21,SUSPENSION,hr-4406-116,Small Business Development Centers Improvement Act,,,,true,false,
h-116-1-570,116,2019-10-21,SUSPENSION,hr-4407-116,SCORE for Small Business Act,,,,true,false,
h-116-1-571,116,2019-10-22,PROCEDURAL,hres-646-116,Providing for consideration of the bill (H.R. 2513) Corporate Transparency Act,,,REGULATORY_BURDEN,true,false,
h-116-1-572,116,2019-10-22,PASSAGE,hres-646-116,Providing for consideration of the bill (H.R. 2513) Corporate Transparency Act,,,REGULATORY_BURDEN,true,false,
h-116-1-573,116,2019-10-22,AMENDMENT,hr-2513-116,Corporate Transparency Act,,,REGULATORY_BURDEN,true,true,
h-116-1-574,116,2019-10-22,AMENDMENT,hr-2513-116,Corporate Transparency Act,,,REGULATORY_BURDEN,true,true,
h-116-1-575,116,2019-10-22,AMENDMENT,hr-2513-116,Corporate Transparency Act,,,REGULATORY_BURDEN,true,true,
h-116-1-576,116,2019-10-22,MOTION_TO_RECOMMIT,hr-2513-116,Corporate Transparency Act,,,REGULATORY_BURDEN,true,false,
h-116-1-577,116,2019-10-22,PASSAGE,hr-2513-116,Corporate Transparency Act,,,REGULATORY_BURDEN,true,true,
h-116-1-578,116,2019-10-22,SUSPENSION,hr-2426-116,Copyright Alternative in Small-Claims Enforcement Act of 2019,,,,true,false,
h-116-1-579,116,2019-10-23,PROCEDURAL,hres-650-116,"Providing for consideration of H.R. 4617, the Stopping Harmful Interference in Elections for a Lasting Democracy Act",,,,true,false,
h-116-1-580,116,2019-10-23,PASSAGE,hres-650-116,"Providing for consideration of H.R. 4617, the Stopping Harmful Interference in Elections for a Lasting Democracy Act",,,,true,false,
h-116-1-581,116,2019-10-23,AMENDMENT,hr-4617-116,SHIELD Act,,,,true,false,
h-116-1-582,116,2019-10-23,MOTION_TO_RECOMMIT,hr-4617-116,SHIELD Act,,,,true,false,
h-116-1-583,116,2019-10-23,PASSAGE,hr-4617-116,SHIELD Act,,,,true,false,
h-116-1-584,116,2019-10-23,SUSPENSION,hr-777-116,Debbie Smith Reauthorization Act of 2019,,,,true,false,
h-116-1-585,116,2019-10-28,SUSPENSION,hr-2440-116,Full Utilization of the Harbor Maintenance Trust Fund Act,,,,true,false,
h-116-1-586,116,2019-10-28,SUSPENSION,hr-2115-116,Public Disclosure of Drug Discounts and Real-Time Beneficiary Drug Cost Act,,,,true,false,
h-116-1-587,116,2019-10-29,PROCEDURAL,hres-655-116,"Providing for consideration of H. Res. 296, affirming the United States record on the Armenian Genocide",,,,true,false,
h-116-1-588,116,2019-10-29,PASSAGE,hres-655-116,"Providing for consideration of H. Res. 296, affirming the United States record on the Armenian Genocide",,,,true,false,
h-116-1-589,116,2019-10-29,PROCEDURAL,hres-656-116,"Providing for consideration of H.R. 823, the Colorado Outdoor Recreation and Economy Act; H.R. 1373, the Grand Canyon Centennial Protection Act; H.R. 2181, the Chaco Cultural Heritage Area Protection Act of 2019; providing for proceedings during the period from November 1, 2019 through November 11, 2019",,,,true,false,
h-116-1-590,116,2019-10-29,PASSAGE,hres-656-116,"Providing for consideration of H.R. 823, the Colorado Outdoor Recreation and Economy Act; H.R. 1373, the Grand Canyon Centennial Protection Act; H.R. 2181, the Chaco Cultural Heritage Area Protection Act of 2019; providing for proceedings during the period from November 1, 2019 through November 11, 2019",,,,true,false,
h-116-1-591,116,2019-10-29,PASSAGE,hres-296-116,Affirming the United States record on the Armenian Genocide,,,,true,false,
h-116-1-592,116,2019-10-29,SUSPENSION,hr-4695-116,Protect Against Conflict by Turkey Act,,,,true,false,
h-116-1-593,116,2019-10-30,AMENDMENT,hr-2181-116,Chaco Cultural Heritage Area Protection Act,,,,true,false,
h-116-1-594,116,2019-10-30,AMENDMENT,hr-2181-116,Chaco Cultural Heritage Area Protection Act,,,,true,false,
h-116-1-595,116,2019-10-30,AMENDMENT,hr-2181-116,Chaco Cultural Heritage Area Protection Act,,,,true,false,
h-116-1-596,116,2019-10-30,MOTION_TO_RECOMMIT,hr-2181-116,Chaco Cultural Heritage Area Protection Act,,,,true,false,
h-116-1-597,116,2019-10-30,PASSAGE,hr-2181-116,Chaco Cultural Heritage Area Protection Act,,,,true,false,
h-116-1-598,116,2019-10-30,AMENDMENT,hr-1373-116,Grand Canyon Centennial Protection Act,,,,true,false,
h-116-1-599,116,2019-10-30,AMENDMENT,hr-1373-116,Grand Canyon Centennial Protection Act,,,,true,false,
h-116-1-600,116,2019-10-30,AMENDMENT,hr-1373-116,Grand Canyon Centennial Protection Act,,,,true,false,
h-116-1-601,116,2019-10-30,MOTION_TO_RECOMMIT,hr-1373-116,Grand Canyon Centennial Protection Act,,,,true,false,
h-116-1-602,116,2019-10-30,PASSAGE,hr-1373-116,Grand Canyon Centennial Protection Act,,,,true,false,
h-116-1-603,116,2019-10-31,PROCEDURAL,hres-660-116,"Directing certain committees to continue their ongoing investigations as part of the existing House of Representatives inquiry into whether sufficient grounds exist for the House of Representatives to exercise its Constitutional power to impeach Donald John Trump, President of the United States of America",,,,true,false,
h-116-1-604,116,2019-10-31,PASSAGE,hres-660-116,"Directing certain committees to continue their ongoing investigations as part of the existing House of Representatives inquiry into whether sufficient grounds exist for the House of Representatives to exercise its Constitutional power to impeach Donald John Trump, President of the United States of America",,,,true,false,
h-116-1-605,116,2019-10-31,AMENDMENT,hr-823-116,Colorado Outdoor Recreation and Economy Act,,,,true,false,
h-116-1-606,116,2019-10-31,AMENDMENT,hr-823-116,Colorado Outdoor Recreation and Economy Act,,,,true,false,
h-116-1-607,116,2019-10-31,AMENDMENT,hr-823-116,Colorado Outdoor Recreation and Economy Act,,,,true,false,
h-116-1-608,116,2019-10-31,MOTION_TO_RECOMMIT,hr-823-116,Colorado Outdoor Recreation and Economy Act,,,,true,false,
h-116-1-609,116,2019-10-31,PASSAGE,hr-823-116,Colorado Outdoor Recreation and Economy Act,,,,true,false,
h-116-1-610,116,2019-11-12,SUSPENSION,hr-4162-116,GI Bill Planning Act,,,,true,false,
h-116-1-611,116,2019-11-12,SUSPENSION,hr-3224-116,Deborah Sampson Act,,,,true,false,
h-116-1-612,116,2019-11-13,SUSPENSION,hr-3537-116,Veteran Entrepreneurship Training Act,,,ACCESS_TO_CAPITAL,true,false,
h-116-1-613,116,2019-11-13,SUSPENSION,hr-499-116,Service-Disabled Veterans Small Business Continuation Act,,,,true,false,
h-116-1-614,116,2019-11-13,SUSPENSION,hr-3734-116,SERV Act,,,,true,false,
h-116-1-615,116,2019-11-14,PROCEDURAL,hres-695-116,"Providing for consideration of H.R. 4863, the United States Export Finance Agency Act of 2019; and for other purposes",,,,true,false,
h-116-1-616,116,2019-11-14,PASSAGE,hres-695-116,"Providing for consideration of H.R. 4863, the United States Export Finance Agency Act of 2019; and for other purposes",,,,true,false,
h-116-1-617,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-618,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-619,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-620,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-621,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-622,116,2019-11-15,AMENDMENT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-623,116,2019-11-15,MOTION_TO_RECOMMIT,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-624,116,2019-11-15,PASSAGE,hr-4863-116,United States Export Finance Agency Act,,,,true,false,
h-116-1-625,116,2019-11-18,SUSPENSION,hr-3702-116,Reforming Disaster Recovery Act,,,,true,false,
h-116-1-626,116,2019-11-18,SUSPENSION,hr-4634-116,Terrorism Risk Insurance Program Reauthorization Act,,,,true,false,
h-116-1-627,116,2019-11-18,SUSPENSION,hr-4344-116,Investor Protection and Capital Markets Fairness Act,,,,true,false,
h-116-1-628,116,2019-11-19,PROCEDURAL,hres-708-116,"Providing for consideration of the Senate amendment to the bill (H.R. 3055) making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020, and for other purposes",,,,true,false,
h-116-1-629,116,2019-11-19,PASSAGE,hres-708-116,"Providing for consideration of the Senate amendment to the bill (H.R. 3055) making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020, and for other purposes",,,,true,false,
h-116-1-630,116,2019-11-19,SUSPENSION,hr-5084-116,Improving Corporate Governance Through Diversity Act,,,,true,false,
h-116-1-631,116,2019-11-19,AMENDMENT,hr-3055-116,"Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2020, and for other purposes",,,,true,false,
